Anomali_302,((607.0, 195.0), (277.5, 140.0))
Anomali_303,((277.5, 140.0), (57.0, 110.0))
Anomali_304,((57.0, 110.0), (77.0, 256.5))
Anomali_305,((77.0, 256.5), (461.0, 370.5))
Anomali_306,((461.0, 370.5), (508.0, 277.0))
Anomali_307,((508.0, 277.0), (446.0, 159.0))
Anomali_308,((446.0, 159.0), (591.0, 198.0))
Anomali_309,((591.0, 198.0), (325.0, 362.0))
Anomali_310,((325.0, 362.0), (453.5, 311.0))
Anomali_311,((453.5, 311.0), (630.5, 268.0))
Anomali_312,((630.5, 268.0), (544.5, 368.5))
Anomali_313,((544.5, 368.5), (650.5, 414.0))
Anomali_314,((650.5, 414.0), (516.0, 284.0))
Anomali_315,((516.0, 284.0), (273.0, 129.0))
Anomali_316,((273.0, 129.0), (379.0, 175.0))
Anomali_317,((379.0, 175.0), (522.5, 113.0))
Anomali_318,((435.0, 112.0), (239.0, 308.5))
Anomali_319,((239.0, 308.5), (174.5, 211.0))
Anomali_320,((242.5, 142.5), (170.0, 353.5))
Anomali_321,((230.5, 371.0), (191.0, 155.5))
Anomali_322,((191.0, 155.5), (319.5, 104.5))
Anomali_323,((353.0, 139.0), (156.5, 113.0))
Anomali_324,((156.5, 113.0), (240.0, 256.0))
Anomali_325,((240.0, 256.0), (494.0, 320.5))
Anomali_326,((536.0, 369.5), (378.0, 235.5))
Anomali_327,((378.0, 235.5), (97.5, 188.5))
Anomali_328,((97.5, 188.5), (203.0, 234.5))
Anomali_329,((176.0, 251.0), (389.5, 221.5))
Anomali_330,((433.5, 149.5), (261.5, 127.5))
Anomali_331,((261.5, 127.5), (477.5, 77.0))
Anomali_332,((477.5, 77.0), (560.5, 220.0))
Anomali_333,((560.5, 220.0), (378.0, 304.5))
Anomali_334,((378.0, 304.5), (530.5, 257.0))
Anomali_335,((491.0, 264.5), (310.0, 228.0))
Anomali_336,((310.0, 228.0), (523.0, 198.0))
Anomali_337,((523.0, 198.0), (458.5, 100.0))
Anomali_338,((458.5, 100.0), (409.0, 214.0))
Anomali_339,((409.0, 214.0), (274.5, 306.5))
Anomali_340,((187.0, 306.0), (270.0, 226.5))
Anomali_341,((270.0, 226.5), (161.5, 201.0))
Anomali_342,((161.5, 201.0), (99.5, 305.5))
Anomali_343,((99.5, 305.5), (182.5, 226.0))
Anomali_344,((182.5, 226.0), (349.0, 289.0))
Anomali_345,((349.0, 289.0), (622.5, 277.0))
Anomali_346,((622.5, 277.0), (533.5, 176.0))
Anomali_347,((533.5, 176.0), (299.5, 258.0))
Anomali_348,((462.0, 241.5), (436.5, 359.0))
Anomali_349,((436.5, 359.0), (590.5, 190.0))
Anomali_350,((574.0, 100.0), (221.0, 263.5))
Anomali_351,((218.0, 284.5), (192.0, 180.0))
Anomali_352,((274.0, 222.0), (658.0, 336.0))
Anomali_353,((694.5, 349.5), (608.5, 227.0))
Anomali_354,((608.5, 227.0), (484.5, 213.0))
Anomali_355,((433.5, 226.0), (83.0, 146.5))
Anomali_356,((83.0, 146.5), (429.0, 146.0))
Anomali_357,((429.0, 146.0), (799.0, 149.5))
Anomali_358,((799.0, 149.5), (495.5, 199.0))
Anomali_359,((495.5, 199.0), (313.0, 283.5))
Anomali_360,((381.0, 215.0), (233.0, 197.0))
Anomali_361,((233.0, 197.0), (316.0, 117.5))
Anomali_362,((316.0, 117.5), (617.0, 88.5))
Anomali_363,((653.5, 102.0), (482.5, 181.0))
Anomali_364,((482.5, 181.0), (359.0, 167.0))
Anomali_365,((359.0, 167.0), (418.5, 83.5))
Anomali_366,((418.5, 83.5), (610.0, 251.5))
Anomali_367,((610.0, 251.5), (669.0, 390.5))
Anomali_368,((666.5, 411.5), (542.5, 397.5))
Anomali_369,((542.5, 397.5), (278.0, 217.5))
Anomali_370,((278.0, 217.5), (276.5, 116.5))
Anomali_371,((213.0, 120.0), (441.5, 79.5))
Anomali_372,((441.5, 79.5), (571.5, 129.0))
Anomali_373,((567.0, 49.0), (541.5, 166.5))
Anomali_374,((541.5, 166.5), (455.5, 266.5))
Anomali_375,((455.5, 266.5), (261.0, 119.0))
Anomali_376,((261.0, 119.0), (413.5, 72.0))
Anomali_377,((471.0, 110.5), (469.5, 232.0))
Anomali_378,((546.0, 315.5), (567.0, 117.5))
Anomali_379,((567.0, 117.5), (613.5, 24.5))
Anomali_380,((613.5, 24.5), (517.0, 231.5))
Anomali_381,((517.0, 231.5), (298.5, 302.5))
Anomali_382,((298.5, 302.5), (320.0, 105.0))
Anomali_383,((320.0, 105.0), (617.5, 97.0))
Anomali_384,((614.5, 117.5), (457.5, 84.5))
Anomali_385,((457.5, 84.5), (635.5, 142.0))
Anomali_386,((548.0, 141.5), (341.5, 222.5))
Anomali_387,((339.0, 243.0), (298.5, 149.0))
Anomali_388,((298.5, 149.0), (535.5, 123.0))
Anomali_389,((535.5, 123.0), (558.0, 248.5))
Anomali_390,((558.0, 248.5), (448.0, 345.0))
Anomali_391,((448.0, 345.0), (422.5, 240.5))
Anomali_392,((422.5, 240.5), (529.5, 165.0))
Anomali_393,((551.0, 189.5), (525.5, 307.0))
Anomali_394,((429.0, 291.5), (319.0, 165.5))
Anomali_395,((319.0, 165.5), (497.0, 223.0))
Anomali_396,((497.0, 223.0), (627.0, 273.0))
Anomali_397,((648.5, 298.0), (345.0, 347.5))
Anomali_398,((381.0, 361.0), (379.5, 260.5))
Anomali_399,((379.5, 260.5), (534.0, 91.5))
Anomali_400,((534.0, 91.5), (664.0, 141.0))
Anomali_401,((664.0, 141.0), (289.5, 280.0))
Anomali_402,((289.5, 280.0), (481.5, 226.0))
Anomali_403,((481.5, 226.0), (782.0, 197.0))
Anomali_404,((782.0, 197.0), (371.0, 322.5))
Anomali_405,((371.0, 322.5), (200.5, 401.5))
Anomali_406,((213.0, 411.0), (379.0, 252.0))
Anomali_407,((361.0, 284.0), (33.5, 330.0))
Anomali_408,((33.5, 330.0), (177.0, 268.0))
Anomali_409,((177.0, 268.0), (437.0, 367.5))
Anomali_410,((525.0, 222.5), (667.5, 282.0))
Anomali_411,((667.5, 282.0), (485.0, 367.0))
Anomali_412,((485.0, 367.0), (420.0, 269.5))
Anomali_413,((488.0, 201.0), (355.0, 171.5))
Anomali_414,((355.0, 171.5), (414.0, 88.0))
Anomali_415,((411.5, 109.0), (565.5, 163.0))
Anomali_416,((565.5, 163.0), (756.0, 230.5))
Anomali_417,((756.0, 230.5), (466.5, 168.0))
Anomali_418,((466.5, 168.0), (140.0, 92.0))
Anomali_419,((140.0, 92.0), (138.5, 214.0))
Anomali_420,((138.5, 214.0), (270.0, 365.0))
Anomali_421,((270.0, 365.0), (160.0, 238.5))
Anomali_422,((181.0, 263.0), (311.0, 313.0))
Anomali_423,((311.0, 313.0), (572.5, 291.0))
Anomali_424,((572.5, 291.0), (833.5, 269.0))
Anomali_425,((761.5, 257.5), (543.0, 329.0))
Anomali_426,((543.0, 329.0), (322.5, 299.0))
Anomali_427,((404.0, 341.0), (594.5, 408.5))
Anomali_428,((594.5, 408.5), (724.5, 235.5))
Anomali_429,((661.0, 239.0), (635.5, 357.0))
Anomali_430,((635.5, 357.0), (719.0, 277.0))
Anomali_431,((719.0, 277.0), (607.5, 272.5))
Anomali_432,((607.5, 272.5), (350.5, 229.5))
Anomali_433,((350.5, 229.5), (217.5, 200.5))
Anomali_434,((217.5, 200.5), (168.0, 314.5))
Anomali_435,((168.0, 314.5), (274.0, 360.5))
Anomali_436,((274.0, 360.5), (659.0, 352.5))
Anomali_437,((659.0, 352.5), (526.0, 323.5))
Anomali_438,((526.0, 323.5), (293.5, 284.0))
Anomali_439,((310.5, 228.5), (393.5, 371.5))
Anomali_440,((393.5, 371.5), (563.0, 414.0))
Anomali_441,((563.0, 414.0), (368.5, 266.5))
Anomali_442,((412.5, 194.5), (687.5, 283.0))
Anomali_443,((687.5, 283.0), (492.5, 358.0))
Anomali_444,((492.5, 358.0), (251.0, 304.0))
Anomali_445,((251.0, 304.0), (310.0, 220.5))
Anomali_446,((355.5, 248.5), (487.0, 176.5))
Anomali_447,((487.0, 176.5), (701.5, 248.0))
Anomali_448,((701.5, 248.0), (434.5, 311.5))
Anomali_449,((434.5, 311.5), (493.5, 228.0))
Anomali_450,((430.0, 231.5), (197.5, 192.0))
Anomali_451,((232.5, 104.5), (134.5, 210.5))
Anomali_452,((134.5, 210.5), (264.5, 260.5))
Anomali_453,((264.5, 260.5), (480.5, 210.5))
Anomali_454,((480.5, 210.5), (334.0, 293.0))
Anomali_455,((334.0, 293.0), (139.0, 368.0))
Anomali_456,((136.0, 389.0), (349.5, 359.0))
Anomali_457,((349.5, 359.0), (624.5, 225.0))
Anomali_458,((670.0, 253.5), (513.0, 220.5))
Anomali_459,((513.0, 220.5), (331.5, 184.0))
Anomali_460,((331.5, 184.0), (183.5, 166.0))
Anomali_461,((183.5, 166.0), (122.0, 47.5))
Anomali_462,((122.0, 47.5), (376.0, 111.5))
Anomali_463,((376.0, 111.5), (506.0, 161.0))
Anomali_464,((506.0, 161.0), (513.5, 297.5))
Anomali_465,((513.5, 297.5), (356.5, 265.0))
Anomali_466,((356.5, 265.0), (245.0, 260.5))
Anomali_467,((245.0, 260.5), (444.5, 342.5))
Anomali_468,((444.5, 342.5), (673.0, 302.0))
Anomali_469,((673.0, 302.0), (454.0, 373.0))
Anomali_470,((454.0, 373.0), (283.0, 229.5))
Anomali_471,((283.0, 229.5), (499.0, 179.0))
Anomali_472,((499.0, 179.0), (413.0, 279.0))
Anomali_473,((413.0, 279.0), (411.5, 178.5))
Anomali_474,((411.5, 178.5), (555.0, 116.5))
Anomali_475,((555.0, 116.5), (312.0, 183.5))
Anomali_476,((381.5, 216.0), (549.5, 158.0))
Anomali_477,((549.5, 158.0), (500.0, 272.0))
Anomali_478,((412.5, 271.5), (301.0, 267.0))
Anomali_479,((150.0, 269.0), (293.5, 429.5))
Anomali_480,((293.5, 429.5), (485.5, 375.5))
Anomali_481,((485.5, 375.5), (399.5, 253.5))
Anomali_482,((399.5, 253.5), (227.5, 231.5))
Anomali_483,((227.5, 231.5), (466.0, 306.5))
Anomali_484,((417.5, 298.5), (331.5, 176.5))
Anomali_485,((331.5, 176.5), (594.5, 255.5))
Anomali_486,((594.5, 255.5), (593.0, 377.0))
Anomali_487,((520.5, 365.5), (302.0, 214.0))
Anomali_488,((302.0, 214.0), (166.5, 205.5))
Anomali_489,((166.5, 205.5), (379.5, 398.5))
Anomali_490,((379.5, 398.5), (378.0, 297.5))
Anomali_491,((378.0, 297.5), (523.0, 113.5))
Anomali_492,((523.0, 113.5), (615.0, 49.0))
Anomali_493,((615.0, 49.0), (505.0, 145.5))
Anomali_494,((572.0, 198.5), (691.5, 132.5))
Anomali_495,((691.5, 132.5), (557.0, 225.0))
Anomali_496,((541.5, 236.0), (709.5, 178.0))
Anomali_497,((709.5, 178.0), (503.0, 259.0))
Anomali_498,((503.0, 259.0), (329.5, 358.5))
Anomali_499,((329.5, 358.5), (591.0, 336.5))
