Anomali_1010,((549.0, 267.0), (547.5, 166.5))
Anomali_1011,((547.5, 166.5), (607.0, 83.0))
Anomali_1012,((607.0, 83.0), (340.0, 146.0))
Anomali_1013,((340.0, 146.0), (143.5, 120.0))
Anomali_1014,((225.0, 162.5), (571.0, 162.0))
Anomali_1015,((571.0, 162.0), (787.0, 111.5))
Anomali_1016,((787.0, 111.5), (438.0, 133.0))
Anomali_1017,((507.5, 165.0), (829.5, 160.5))
Anomali_1018,((829.5, 160.5), (756.0, 48.0))
Anomali_1019,((756.0, 48.0), (366.5, 198.0))
Anomali_1020,((366.5, 198.0), (61.5, 369.5))
Anomali_1021,((61.5, 369.5), (338.0, 336.5))
Anomali_1022,((338.0, 336.5), (336.5, 236.0))
Anomali_1023,((336.5, 236.0), (164.5, 214.0))
Anomali_1024,((164.5, 214.0), (318.5, 267.5))
Anomali_1025,((318.5, 267.5), (487.5, 310.5))
Anomali_1026,((400.5, 309.5), (505.0, 254.5))
Anomali_1027,((502.0, 275.5), (608.0, 321.5))
Anomali_1028,((608.0, 321.5), (449.5, 187.5))
Anomali_1029,((449.5, 187.5), (206.5, 255.0))
Anomali_1030,((206.5, 255.0), (420.0, 225.5))
Anomali_1031,((420.0, 225.5), (501.5, 45.0))
Anomali_1032,((522.5, 69.5), (302.0, 262.5))
Anomali_1033,((302.0, 262.5), (408.0, 308.5))
Anomali_1034,((408.0, 308.5), (502.0, 122.0))
Anomali_1035,((502.0, 122.0), (174.5, 168.0))
Anomali_1036,((174.5, 168.0), (387.5, 361.0))
Anomali_1037,((387.5, 361.0), (709.0, 356.5))
Anomali_1038,((709.0, 356.5), (490.0, 205.0))
Anomali_1039,((490.0, 205.0), (295.5, 280.0))
Anomali_1040,((295.5, 280.0), (572.0, 247.0))
Anomali_1041,((572.0, 247.0), (764.0, 192.5))
Anomali_1042,((764.0, 192.5), (593.5, 271.5))
Anomali_1043,((614.5, 296.0), (480.0, 388.5))
Anomali_1044,((480.0, 388.5), (371.5, 363.5))
Anomali_1045,((371.5, 363.5), (517.0, 180.0))
Anomali_1046,((517.0, 180.0), (274.0, 25.0))
Anomali_1047,((274.0, 25.0), (342.0, 179.0))
Anomali_1048,((342.0, 179.0), (472.0, 228.5))
Anomali_1049,((507.0, 141.0), (735.0, 100.5))
Anomali_1050,((656.5, 114.5), (415.0, 60.5))
Anomali_1051,((415.0, 60.5), (258.0, 250.0))
Anomali_1052,((303.5, 278.5), (504.5, 239.0))
Anomali_1053,((504.5, 239.0), (756.5, 202.0))
Anomali_1054,((756.5, 202.0), (552.5, 40.0))
Anomali_1055,((552.5, 40.0), (320.0, 223.0))
Anomali_1056,((320.0, 223.0), (303.5, 355.5))
Anomali_1057,((303.5, 355.5), (494.0, 200.5))
Anomali_1058,((494.0, 200.5), (662.0, 142.5))
Anomali_1059,((662.0, 142.5), (721.0, 281.5))
Anomali_1060,((721.0, 281.5), (369.0, 323.5))
Anomali_1061,((369.0, 323.5), (198.5, 180.0))
Anomali_1062,((198.5, 180.0), (376.5, 237.5))
Anomali_1063,((376.5, 237.5), (327.0, 351.5))
Anomali_1064,((324.5, 372.0), (454.5, 421.5))
Anomali_1065,((454.5, 421.5), (404.5, 313.0))
Anomali_1066,((424.0, 237.0), (483.5, 153.5))
Anomali_1067,((483.5, 153.5), (242.0, 99.0))
Anomali_1068,((242.0, 99.0), (225.0, 232.0))
Anomali_1069,((225.0, 232.0), (523.0, 223.5))
Anomali_1070,((523.0, 223.5), (643.0, 157.5))
Anomali_1071,((643.0, 157.5), (424.0, 229.0))
Anomali_1072,((424.0, 229.0), (203.5, 199.0))
Anomali_1073,((203.5, 199.0), (418.0, 47.5))
Anomali_1074,((354.5, 51.0), (220.5, 143.5))
Anomali_1075,((220.5, 143.5), (352.0, 294.0))
Anomali_1076,((352.0, 294.0), (530.0, 351.5))
Anomali_1077,((530.0, 351.5), (456.0, 239.0))
Anomali_1078,((456.0, 239.0), (104.5, 281.5))
Anomali_1079,((104.5, 281.5), (305.5, 242.0))
Anomali_1080,((305.5, 242.0), (652.5, 119.5))
Anomali_1081,((652.5, 119.5), (387.0, 284.0))
Anomali_1082,((387.0, 284.0), (313.5, 394.0))
Anomali_1083,((313.5, 394.0), (552.0, 246.5))
Anomali_1084,((621.5, 279.0), (535.5, 379.5))
Anomali_1085,((535.5, 379.5), (594.5, 296.0))
Anomali_1086,((594.5, 296.0), (845.5, 158.0))
Anomali_1087,((845.5, 158.0), (649.5, 132.0))
Anomali_1088,((649.5, 132.0), (539.5, 228.5))
Anomali_1089,((539.5, 228.5), (708.5, 271.5))
Anomali_1090,((708.5, 271.5), (513.5, 346.5))
Anomali_1091,((513.5, 346.5), (389.5, 332.0))
Anomali_1092,((389.5, 332.0), (519.5, 159.5))
Anomali_1093,((519.5, 159.5), (625.5, 205.5))
Anomali_1094,((625.5, 205.5), (769.5, 366.0))
Anomali_1095,((769.5, 366.0), (635.5, 236.0))
Anomali_1096,((635.5, 236.0), (307.5, 59.5))
Anomali_1097,((307.5, 59.5), (195.5, 55.0))
Anomali_1098,((153.5, 83.0), (475.5, 78.5))
Anomali_1099,((475.5, 78.5), (704.0, 38.0))
Anomali_1100,((704.0, 38.0), (547.0, 5.0))
Anomali_1101,((547.0, 5.0), (677.0, 54.5))
Anomali_1102,((677.0, 54.5), (551.5, 162.0))
Anomali_1103,((551.5, 162.0), (381.0, 241.0))
Anomali_1104,((381.0, 241.0), (355.5, 136.0))
Anomali_1105,((390.5, 49.0), (449.5, 188.0))
Anomali_1106,((449.5, 188.0), (324.0, 295.0))
Anomali_1107,((324.0, 295.0), (188.5, 287.0))
Anomali_1108,((188.5, 287.0), (417.0, 246.5))
Anomali_1109,((417.0, 246.5), (726.5, 232.0))
Anomali_1110,((726.5, 232.0), (423.0, 282.0))
Anomali_1111,((423.0, 282.0), (71.5, 324.0))
Anomali_1112,((8.0, 327.0), (332.5, 302.0))
Anomali_1113,((332.5, 302.0), (439.5, 226.5))
Anomali_1114,((439.5, 226.5), (112.0, 272.5))
Anomali_1115,((168.5, 209.5), (357.5, 176.0))
Anomali_1116,((424.0, 229.0), (530.0, 275.0))
Anomali_1117,((530.0, 275.0), (661.5, 203.5))
Anomali_1118,((661.5, 203.5), (636.0, 98.5))
Anomali_1119,((636.0, 98.5), (431.0, 57.5))
Anomali_1120,((431.0, 57.5), (56.5, 197.0))
Anomali_1121,((74.5, 242.5), (34.0, 371.0))
Anomali_1122,((34.0, 371.0), (319.5, 353.0))
Anomali_1123,((319.5, 353.0), (426.5, 277.5))
Anomali_1124,((426.5, 277.5), (425.0, 176.5))
Anomali_1125,((425.0, 176.5), (545.0, 110.5))
Anomali_1126,((545.0, 110.5), (279.5, 52.5))
Anomali_1127,((279.5, 52.5), (155.5, 38.5))
Anomali_1128,((155.5, 38.5), (130.0, 156.0))
Anomali_1129,((130.0, 156.0), (346.0, 328.0))
Anomali_1130,((346.0, 328.0), (657.0, 415.0))
Anomali_1131,((657.0, 415.0), (586.0, 281.5))
Anomali_1132,((586.0, 281.5), (368.5, 231.0))
Anomali_1133,((368.5, 231.0), (476.0, 378.0))
Anomali_1134,((476.0, 378.0), (583.5, 302.0))
Anomali_1135,((583.5, 302.0), (412.5, 158.5))
Anomali_1136,((424.5, 168.5), (290.5, 261.0))
Anomali_1137,((290.5, 261.0), (382.5, 196.5))
Anomali_1138,((428.0, 225.0), (223.0, 406.5))
Anomali_1139,((223.0, 406.5), (197.0, 301.5))
Anomali_1140,((197.0, 301.5), (266.5, 111.5))
Anomali_1141,((266.5, 111.5), (193.0, 221.5))
Anomali_1142,((193.0, 221.5), (104.0, 342.5))
Anomali_1143,((104.0, 342.5), (210.0, 166.0))
Anomali_1144,((210.0, 166.0), (486.5, 133.0))
Anomali_1145,((399.0, 132.5), (179.0, 103.0))
Anomali_1146,((179.0, 103.0), (476.5, 94.5))
Anomali_1147,((476.5, 94.5), (364.5, 90.0))
Anomali_1148,((364.5, 90.0), (130.5, 172.5))
Anomali_1149,((130.5, 172.5), (501.0, 175.5))
Anomali_1150,((501.0, 175.5), (607.0, 221.5))
Anomali_1151,((607.0, 221.5), (400.0, 302.5))
Anomali_1152,((400.0, 302.5), (543.5, 240.0))
Anomali_1153,((504.5, 247.0), (263.0, 193.0))
Anomali_1154,((263.0, 193.0), (192.0, 60.0))
Anomali_1155,((192.0, 60.0), (431.0, 135.0))
Anomali_1156,((431.0, 135.0), (644.0, 105.0))
Anomali_1157,((644.0, 105.0), (363.0, 58.0))
Anomali_1158,((363.0, 58.0), (238.0, 165.5))
Anomali_1159,((238.0, 165.5), (428.5, 232.5))
Anomali_1160,((428.5, 232.5), (379.0, 346.5))
Anomali_1161,((379.0, 346.5), (244.5, 439.0))
Anomali_1162,((244.5, 439.0), (289.5, 245.0))
Anomali_1163,((289.5, 245.0), (527.0, 219.5))
Anomali_1164,((527.0, 219.5), (415.5, 215.0))
Anomali_1165,((415.5, 215.0), (195.0, 185.0))
Anomali_1166,((252.5, 223.0), (382.5, 273.0))
Anomali_1167,((404.0, 298.0), (510.0, 121.5))
Anomali_1168,((531.0, 146.0), (419.5, 141.5))
Anomali_1169,((419.5, 141.5), (587.5, 83.5))
Anomali_1170,((587.5, 83.5), (586.0, 205.0))
Anomali_1171,((586.0, 205.0), (669.0, 347.5))
Anomali_1172,((669.0, 347.5), (583.0, 225.5))
Anomali_1173,((583.0, 225.5), (497.0, 103.5))
Anomali_1174,((497.0, 103.5), (411.0, 203.5))
Anomali_1175,((411.0, 203.5), (168.0, 271.0))
Anomali_1176,((168.0, 271.0), (443.0, 359.5))
Anomali_1177,((443.0, 359.5), (573.0, 409.0))
Anomali_1178,((573.0, 409.0), (571.5, 308.5))
Anomali_1179,((571.5, 308.5), (677.5, 132.0))
Anomali_1180,((635.5, 159.5), (394.0, 105.5))
Anomali_1181,((394.0, 105.5), (128.0, 270.0))
Anomali_1182,((128.0, 270.0), (474.0, 269.5))
Anomali_1183,((411.0, 272.5), (337.0, 382.5))
Anomali_1184,((337.0, 382.5), (334.0, 181.0))
Anomali_1185,((295.0, 188.0), (642.5, 288.0))
Anomali_1186,((642.5, 288.0), (750.0, 212.5))
Anomali_1187,((750.0, 212.5), (655.0, 298.0))
Anomali_1188,((655.0, 298.0), (544.5, 394.0))
Anomali_1189,((544.5, 394.0), (263.5, 347.0))
Anomali_1190,((263.5, 347.0), (190.0, 234.5))
Anomali_1191,((190.0, 234.5), (513.5, 108.5))
Anomali_1192,((450.0, 112.0), (122.0, 158.0))
Anomali_1193,((122.0, 158.0), (36.0, 258.5))
Anomali_1194,((36.0, 258.5), (59.0, 384.0))
Anomali_1195,((59.0, 384.0), (189.0, 211.0))
Anomali_1196,((221.0, 144.5), (567.0, 144.0))
Anomali_1197,((567.0, 144.0), (757.5, 211.0))
Anomali_1198,((757.5, 211.0), (390.5, 264.0))
Anomali_1199,((363.5, 281.0), (554.0, 126.0))
Anomali_1200,((554.0, 126.0), (419.5, 218.5))
Anomali_1201,((419.5, 218.5), (454.5, 353.5))
Anomali_1202,((454.5, 353.5), (560.5, 177.0))
Anomali_1203,((560.5, 177.0), (435.0, 62.0))
Anomali_1204,((435.0, 62.0), (479.0, 212.0))
Anomali_1205,((479.0, 212.0), (538.0, 351.0))
Anomali_1206,((538.0, 351.0), (536.5, 250.0))
Anomali_1207,((536.5, 250.0), (450.5, 128.0))
Anomali_1208,((450.5, 128.0), (147.0, 178.0))
Anomali_1209,((147.0, 178.0), (37.0, 274.0))
Anomali_1210,((37.0, 274.0), (338.0, 245.0))
Anomali_1211,((338.0, 245.0), (552.5, 316.5))
Anomali_1212,((552.5, 316.5), (308.0, 283.0))
Anomali_1213,((308.0, 283.0), (148.5, 270.5))
Anomali_1214,((145.5, 291.0), (275.5, 118.5))
Anomali_1215,((357.0, 160.5), (594.0, 357.0))
Anomali_1216,((594.0, 357.0), (724.0, 407.0))
Anomali_1217,((724.0, 407.0), (372.5, 226.5))
Anomali_1218,((372.5, 226.5), (454.5, 46.0))
Anomali_1219,((454.5, 46.0), (777.5, 142.5))
Anomali_1220,((690.0, 142.0), (518.0, 120.0))
Anomali_1221,((518.0, 120.0), (322.0, 316.5))
Anomali_1222,((322.0, 316.5), (441.5, 251.0))
Anomali_1223,((417.0, 247.5), (224.0, 423.0))
Anomali_1224,((224.0, 423.0), (416.0, 368.5))
Anomali_1225,((416.0, 368.5), (375.0, 275.0))
Anomali_1226,((375.0, 275.0), (239.5, 266.5))
Anomali_1227,((321.5, 308.5), (450.0, 257.5))
Anomali_1228,((485.0, 170.5), (338.5, 253.5))
Anomali_1229,((338.5, 253.5), (337.0, 375.0))
Anomali_1230,((337.0, 375.0), (588.0, 237.0))
Anomali_1231,((545.5, 265.0), (831.0, 246.5))
Anomali_1232,((759.0, 235.0), (337.5, 245.0))
Anomali_1233,((337.5, 245.0), (189.5, 227.0))
Anomali_1234,((189.5, 227.0), (606.5, 137.0))
Anomali_1235,((606.5, 137.0), (774.0, 301.5))
Anomali_1236,((701.5, 290.0), (422.5, 121.0))
Anomali_1237,((422.5, 121.0), (145.0, 53.0))
Anomali_1238,((145.0, 53.0), (119.0, 171.0))
Anomali_1239,((119.0, 171.0), (285.0, 234.5))
Anomali_1240,((285.0, 234.5), (415.0, 284.0))
Anomali_1241,((460.5, 312.5), (326.5, 182.5))
Anomali_1242,((284.5, 210.5), (105.0, 274.5))
Anomali_1243,((105.0, 274.5), (248.5, 212.5))
Anomali_1244,((248.5, 212.5), (547.5, 82.5))
Anomali_1245,((481.0, 106.5), (564.5, 249.5))
Anomali_1246,((562.0, 347.5), (450.5, 343.0))
Anomali_1247,((470.5, 266.5), (612.5, 103.5))
Anomali_1248,((612.5, 103.5), (405.5, 184.5))
Anomali_1249,((405.5, 184.5), (449.5, 334.5))
Anomali_1250,((449.5, 334.5), (277.5, 312.5))
Anomali_1251,((277.5, 312.5), (191.5, 190.0))
Anomali_1252,((191.5, 190.0), (562.0, 193.5))
Anomali_1253,((562.0, 193.5), (426.5, 185.5))
Anomali_1254,((426.5, 185.5), (290.5, 177.0))
Anomali_1255,((290.5, 177.0), (441.5, 251.5))
Anomali_1256,((463.0, 276.0), (608.5, 314.5))
Anomali_1257,((605.5, 335.5), (808.0, 397.0))
Anomali_1258,((783.5, 393.0), (540.5, 238.0))
Anomali_1259,((540.5, 238.0), (235.5, 187.0))
Anomali_1260,((235.5, 187.0), (209.5, 304.5))
Anomali_1261,((209.5, 304.5), (355.0, 343.5))
Anomali_1262,((355.0, 343.5), (571.5, 293.0))
Anomali_1263,((571.5, 293.0), (354.0, 242.5))
Anomali_1264,((354.0, 242.5), (5.0, 264.0))
Anomali_1265,((5.0, 264.0), (159.0, 317.5))
Anomali_1266,((159.0, 317.5), (565.5, 334.5))
Anomali_1267,((565.5, 334.5), (840.5, 201.0))
Anomali_1268,((801.5, 208.0), (621.5, 49.5))
Anomali_1269,((621.5, 49.5), (497.5, 35.5))
Anomali_1270,((497.5, 35.5), (457.0, 164.0))
Anomali_1271,((457.0, 164.0), (323.0, 256.5))
Anomali_1272,((323.0, 256.5), (406.0, 177.0))
Anomali_1273,((406.0, 177.0), (681.0, 265.5))
Anomali_1274,((681.0, 265.5), (547.0, 358.0))
Anomali_1275,((547.0, 358.0), (291.5, 193.0))
Anomali_1276,((267.0, 189.5), (411.0, 350.0))
Anomali_1277,((411.0, 350.0), (671.0, 227.0))
Anomali_1278,((671.0, 227.0), (668.0, 25.0))
Anomali_1279,((689.5, 49.5), (624.5, 174.5))
Anomali_1280,((624.5, 174.5), (466.0, 263.0))
Anomali_1281,((526.5, 280.5), (307.5, 352.0))
Anomali_1282,((327.5, 276.0), (409.5, 95.5))
Anomali_1283,((409.5, 95.5), (130.0, 149.0))
Anomali_1284,((130.0, 149.0), (237.0, 296.0))
Anomali_1285,((237.0, 296.0), (597.0, 183.5))
Anomali_1286,((597.0, 183.5), (748.5, 35.5))
Anomali_1287,((748.5, 35.5), (491.5, 214.5))
Anomali_1288,((491.5, 214.5), (203.0, 253.0))
Anomali_1289,((215.5, 263.0), (321.5, 309.0))
Anomali_1290,((321.5, 309.0), (558.5, 283.0))
Anomali_1291,((558.5, 283.0), (409.0, 386.5))
Anomali_1292,((409.0, 386.5), (275.0, 256.5))
Anomali_1293,((275.0, 256.5), (418.5, 194.5))
Anomali_1294,((418.5, 194.5), (270.5, 176.5))
Anomali_1295,((270.5, 176.5), (363.0, 112.0))
Anomali_1296,((306.0, 166.5), (220.0, 266.5))
Anomali_1297,((220.0, 266.5), (519.5, 359.0))
Anomali_1298,((519.5, 359.0), (817.0, 350.5))
Anomali_1299,((790.0, 367.5), (654.5, 359.5))
Anomali_1300,((636.5, 391.5), (502.0, 261.5))
Anomali_1301,((502.0, 261.5), (259.0, 106.0))
Anomali_1302,((259.0, 106.0), (519.0, 205.5))
Anomali_1303,((519.0, 205.5), (661.0, 265.0))
Anomali_1304,((661.0, 265.0), (309.5, 307.0))
Anomali_1305,((309.5, 307.0), (199.5, 403.5))
Anomali_1306,((199.5, 403.5), (461.0, 381.5))
Anomali_1307,((461.0, 381.5), (443.0, 191.0))
Anomali_1308,((391.5, 204.0), (281.0, 300.0))
Anomali_1309,((281.0, 300.0), (62.5, 149.0))
Anomali_1310,((62.5, 149.0), (421.0, 158.5))
Anomali_1311,((421.0, 158.5), (681.0, 258.0))
Anomali_1312,((681.0, 258.0), (533.0, 240.0))
Anomali_1313,((533.0, 240.0), (422.5, 114.0))
Anomali_1314,((453.5, 169.0), (255.5, 42.0))
Anomali_1315,((255.5, 42.0), (517.0, 242.5))
Anomali_1316,((445.0, 231.0), (70.5, 147.5))
Anomali_1317,((67.5, 168.5), (366.5, 38.5))
Anomali_1318,((366.5, 38.5), (774.5, 156.0))
Anomali_1319,((772.0, 177.0), (491.0, 130.0))
Anomali_1320,((491.0, 130.0), (318.5, 108.0))
Anomali_1321,((315.5, 128.5), (420.0, 296.0))
Anomali_1322,((420.0, 296.0), (635.0, 367.5))
Anomali_1323,((652.0, 311.5), (758.0, 135.0))
Anomali_1324,((758.0, 135.0), (563.0, 210.0))
Anomali_1325,((509.0, 243.5), (157.0, 286.0))
Anomali_1326,((118.0, 293.5), (503.5, 285.5))
Anomali_1327,((503.5, 285.5), (804.0, 256.0))
Anomali_1328,((804.0, 256.0), (438.5, 187.5))
Anomali_1329,((438.5, 187.5), (109.5, 133.0))
Anomali_1330,((109.5, 133.0), (469.0, 243.0))
Anomali_1331,((469.0, 243.0), (744.0, 331.5))
Anomali_1332,((744.0, 331.5), (610.0, 424.0))
Anomali_1333,((610.0, 424.0), (716.0, 247.5))
Anomali_1334,((716.0, 247.5), (808.0, 183.0))
Anomali_1335,((808.0, 183.0), (722.0, 283.0))
Anomali_1336,((722.0, 283.0), (408.0, 217.0))
Anomali_1337,((408.0, 217.0), (127.0, 170.0))
Anomali_1338,((127.0, 170.0), (364.5, 144.0))
Anomali_1339,((364.5, 144.0), (591.5, 225.0))
Anomali_1340,((591.5, 225.0), (395.5, 199.5))
Anomali_1341,((395.5, 199.5), (176.5, 48.0))
Anomali_1342,((176.5, 48.0), (306.0, 97.5))
Anomali_1343,((306.0, 97.5), (629.5, 194.0))
Anomali_1344,((550.0, 107.5), (695.0, 146.5))
Anomali_1345,((695.0, 146.5), (489.5, 328.5))
Anomali_1346,((489.5, 328.5), (580.0, 385.5))
Anomali_1347,((580.0, 385.5), (647.0, 216.0))
Anomali_1348,((647.0, 216.0), (319.5, 262.0))
Anomali_1349,((319.5, 262.0), (209.0, 358.5))
Anomali_1350,((209.0, 358.5), (377.0, 300.0))
Anomali_1351,((377.0, 300.0), (617.5, 253.0))
Anomali_1352,((662.5, 281.5), (457.0, 241.0))
Anomali_1353,((385.0, 229.5), (491.0, 275.5))
Anomali_1354,((491.0, 275.5), (356.5, 145.5))
Anomali_1355,((356.5, 145.5), (208.5, 127.5))
Anomali_1356,((208.5, 127.5), (143.5, 252.5))
Anomali_1357,((177.0, 287.0), (499.0, 282.5))
Anomali_1358,((504.0, 216.5), (323.0, 180.0))
Anomali_1359,((323.0, 180.0), (297.0, 75.5))
Anomali_1360,((297.0, 75.5), (558.5, 276.0))
Anomali_1361,((558.5, 276.0), (485.0, 386.0))
Anomali_1362,((485.0, 386.0), (264.5, 356.5))
Anomali_1363,((264.5, 356.5), (370.5, 180.0))
Anomali_1364,((370.5, 180.0), (633.5, 36.0))
Anomali_1365,((703.0, 68.5), (570.0, 39.5))
Anomali_1366,((570.0, 39.5), (328.0, 207.5))
Anomali_1367,((328.0, 207.5), (363.0, 343.0))
Anomali_1368,((363.0, 343.0), (337.5, 238.5))
Anomali_1369,((337.5, 238.5), (167.0, 317.0))
Anomali_1370,((167.0, 317.0), (514.5, 417.0))
Anomali_1371,((514.5, 417.0), (815.0, 388.0))
Anomali_1372,((815.0, 388.0), (404.5, 291.0))
Anomali_1373,((427.0, 194.0), (665.5, 269.0))
Anomali_1374,((665.5, 269.0), (554.0, 264.5))
Anomali_1375,((554.0, 264.5), (347.5, 123.0))
Anomali_1376,((347.5, 123.0), (42.5, 72.0))
Anomali_1377,((42.5, 72.0), (86.5, 222.0))
Anomali_1378,((86.5, 222.0), (145.5, 361.0))
Anomali_1379,((145.5, 361.0), (361.5, 310.5))
Anomali_1380,((361.5, 310.5), (661.0, 181.0))
Anomali_1381,((661.0, 181.0), (442.0, 252.5))
Anomali_1382,((442.0, 252.5), (319.5, 339.0))
Anomali_1383,((247.5, 327.0), (353.0, 150.5))
Anomali_1384,((353.0, 150.5), (288.0, 53.0))
Anomali_1385,((288.0, 53.0), (139.0, 156.5))
Anomali_1386,((139.0, 156.5), (366.0, 237.5))
Anomali_1387,((366.0, 237.5), (484.0, 293.0))
Anomali_1388,((484.0, 293.0), (443.0, 199.0))
Anomali_1389,((443.0, 199.0), (549.0, 22.5))
Anomali_1390,((549.0, 22.5), (391.0, 111.5))
Anomali_1391,((391.0, 111.5), (280.5, 208.0))
Anomali_1392,((280.5, 208.0), (386.0, 254.0))
Anomali_1393,((386.0, 254.0), (646.0, 353.5))
Anomali_1394,((646.0, 353.5), (426.0, 323.5))
Anomali_1395,((426.0, 323.5), (183.0, 168.5))
Anomali_1396,((183.0, 168.5), (504.5, 164.0))
Anomali_1397,((504.5, 164.0), (440.0, 289.0))
Anomali_1398,((440.0, 289.0), (90.0, 209.5))
Anomali_1399,((90.0, 209.5), (414.5, 184.0))
Anomali_1400,((414.5, 184.0), (739.0, 159.0))
Anomali_1401,((739.0, 159.0), (653.0, 37.0))
Anomali_1402,((653.0, 37.0), (374.0, 90.5))
Anomali_1403,((374.0, 90.5), (132.5, 258.5))
Anomali_1404,((132.5, 258.5), (478.5, 258.0))
Anomali_1405,((499.5, 282.5), (365.0, 375.0))
Anomali_1406,((365.0, 375.0), (578.5, 345.5))
Anomali_1407,((633.0, 182.0), (498.5, 274.5))
Anomali_1408,((498.5, 274.5), (266.0, 235.0))
Anomali_1409,((263.5, 256.0), (561.5, 247.5))
Anomali_1410,((561.5, 247.5), (582.5, 49.5))
Anomali_1411,((582.5, 49.5), (209.5, 67.0))
Anomali_1412,((209.5, 67.0), (400.0, 134.5))
Anomali_1413,((397.0, 155.5), (178.0, 226.5))
Anomali_1414,((178.0, 226.5), (476.0, 218.0))
Anomali_1415,((476.0, 218.0), (318.0, 84.0))
Anomali_1416,((318.0, 84.0), (194.0, 69.5))
Anomali_1417,((194.0, 69.5), (384.0, 137.0))
Anomali_1418,((384.0, 137.0), (310.0, 247.5))
Anomali_1419,((223.0, 247.0), (521.0, 238.5))
Anomali_1420,((521.0, 238.5), (818.5, 230.0))
Anomali_1421,((818.5, 230.0), (539.0, 283.5))
Anomali_1422,((539.0, 283.5), (345.5, 237.0))
Anomali_1423,((345.5, 237.0), (646.0, 208.0))
Anomali_1424,((667.5, 232.5), (316.0, 52.0))
Anomali_1425,((316.0, 52.0), (470.0, 106.0))
Anomali_1426,((515.5, 134.5), (405.5, 230.5))
Anomali_1427,((405.5, 230.5), (597.5, 399.0))
Anomali_1428,((597.5, 399.0), (440.5, 366.0))
Anomali_1429,((440.5, 366.0), (221.5, 214.5))
Anomali_1430,((221.5, 214.5), (280.5, 131.5))
Anomali_1431,((280.5, 131.5), (472.5, 77.0))
Anomali_1432,((457.5, 88.0), (264.0, 264.0))
Anomali_1433,((264.0, 264.0), (131.0, 234.5))
Anomali_1434,((131.0, 234.5), (308.0, 191.5))
Anomali_1435,((308.0, 191.5), (414.0, 237.5))
Anomali_1436,((414.0, 237.5), (146.5, 300.5))
Anomali_1437,((204.0, 339.0), (610.5, 356.0))
Anomali_1438,((610.5, 356.0), (715.0, 301.0))
Anomali_1439,((715.0, 301.0), (363.5, 120.5))
Anomali_1440,((363.5, 120.5), (229.0, 213.0))
Anomali_1441,((229.0, 213.0), (490.5, 191.0))
Anomali_1442,((510.5, 114.5), (616.0, 160.5))
Anomali_1443,((525.5, 181.0), (414.0, 176.5))
Anomali_1444,((414.0, 176.5), (218.0, 150.5))
Anomali_1445,((218.0, 150.5), (455.5, 124.5))
Anomali_1446,((455.5, 124.5), (668.5, 95.0))
Anomali_1447,((668.5, 95.0), (834.5, 158.5))
Anomali_1448,((834.5, 158.5), (638.5, 355.0))
Anomali_1449,((638.5, 355.0), (334.0, 304.0))
Anomali_1450,((334.0, 304.0), (162.0, 282.0))
Anomali_1451,((243.5, 324.0), (470.0, 182.5))
Anomali_1452,((538.0, 114.0), (582.0, 264.0))
Anomali_1453,((582.0, 264.0), (422.5, 252.0))
Anomali_1454,((422.5, 252.0), (117.5, 201.0))
Anomali_1455,((117.5, 201.0), (200.5, 344.0))
Anomali_1456,((261.0, 361.5), (128.0, 332.5))
Anomali_1457,((151.0, 235.5), (328.0, 192.0))
Anomali_1458,((328.0, 192.0), (589.5, 170.0))
Anomali_1459,((589.5, 170.0), (734.5, 209.0))
Anomali_1460,((734.5, 209.0), (470.0, 252.0))
Anomali_1461,((470.0, 252.0), (517.0, 158.5))
Anomali_1462,((562.5, 187.0), (234.5, 233.0))
Anomali_1463,((234.5, 233.0), (425.0, 300.0))
Anomali_1464,((362.0, 303.5), (251.5, 177.5))
Anomali_1465,((251.5, 177.5), (417.5, 241.0))
Anomali_1466,((417.5, 241.0), (199.0, 312.5))
Anomali_1467,((199.0, 312.5), (353.5, 143.5))
Anomali_1468,((353.5, 143.5), (566.5, 113.5))
Anomali_1469,((566.5, 113.5), (562.0, 256.0))
Anomali_1470,((562.0, 256.0), (488.0, 366.0))
Anomali_1471,((523.0, 278.5), (520.5, 77.0))
Anomali_1472,((520.5, 77.0), (156.5, 109.5))
Anomali_1473,((156.5, 109.5), (250.0, 145.5))
Anomali_1474,((250.0, 145.5), (440.5, 213.0))
Anomali_1475,((440.5, 213.0), (560.0, 369.5))
Anomali_1476,((560.0, 369.5), (403.0, 336.5))
Anomali_1477,((403.0, 336.5), (400.0, 135.0))
Anomali_1478,((400.0, 135.0), (504.5, 80.0))
Anomali_1479,((504.5, 80.0), (548.5, 230.0))
Anomali_1480,((461.0, 229.5), (133.5, 275.5))
Anomali_1481,((133.5, 275.5), (431.0, 267.0))
Anomali_1482,((431.0, 267.0), (706.0, 133.0))
Anomali_1483,((706.0, 133.0), (705.0, 254.5))
Anomali_1484,((666.0, 261.5), (555.5, 135.5))
Anomali_1485,((552.5, 156.5), (418.5, 249.0))
Anomali_1486,((418.5, 249.0), (393.0, 366.5))
Anomali_1487,((376.5, 276.5), (458.0, 96.5))
Anomali_1488,((458.0, 96.5), (648.0, 164.0))
Anomali_1489,((648.0, 164.0), (477.5, 242.5))
Anomali_1490,((511.0, 277.0), (470.5, 183.5))
Anomali_1491,((470.5, 183.5), (554.0, 104.0))
